name,label,predict,summary,description,人工初判
jetty-security,库,服务, security module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains security module for Jetty.",库
redhat-lsb-printing,库,服务, LSB Printing module support," The Linux Standard Base (LSB) Printing specifications define components that
are required to be present on an LSB conforming system.",库
felix-osgi-core,库,服务, Felix OSGi R4 Core Bundle, OSGi Service Platform Release 4 Core Interfaces and Classes.,库
liblayout,库,工具, CSS based layouting framework," LibLayout is a layouting framework. It is based on the Cascading StyleSheets
standard. The layouting expects to receive its content as a DOM structure
(although it does not rely on the W3C-DOM API).",库
libcgroup-tools,库,服务,"Command-line utility programs, services and daemons for libcgroup ","This package contains command-line programs, services and a daemon for
manipulating control groups using the libcgroup library. ",unknown
java-1.8.0-openjdk-accessibility,库,工具, OpenJDK 8 accessibility connector," Enables accessibility support in OpenJDK 8 by using java-atk-wrapper. This allows
compatible at-spi2 based accessibility programs to work for AWT and Swing-based
programs.

Please note, the java-atk-wrapper is still in beta, and OpenJDK 8 itself is still
being tuned to be working with accessibility features. There are known issues
with accessibility on, so please do not install this package unless you really
need to.",库
postgresql-contrib,库,工具, Extension modules distributed with PostgreSQL," The postgresql-contrib package contains various extension modules that are
included in the PostgreSQL distribution.",库
liboggz,库,服务, Simple programming interface for Ogg files and streams," Oggz provides a simple programming interface for reading and writing
Ogg files and streams. Ogg is an interleaving data container developed
by Monty at Xiph.Org, originally to support the Ogg Vorbis audio
format.",库
dleyna-connector-dbus,库,服务, D-Bus connector for dLeyna services, D-Bus connector for dLeyna services.,库
libpinyin-data,库,工具, Data files for libpinyin, The libpinyin-data package contains data files.,库
perl-English,库,服务, Nice English or awk names for ugly punctuation variables," This module provides aliases for the built-in variables whose names no one
seems to like to read.",库
libglvnd-glx,库,服务, GLX support for libglvnd, libGL and libGLX are the common dispatch interface for the GLX API.,库
vapoursynth-tools,库,工具, Extra tools for VapourSynth, This package contains the vspipe tool for interfacing with VapourSynth.,工具
plexus-interactivity-jline,库,工具, jline module for plexus-interactivity, jline module for plexus-interactivity.,库
libreport-rhel-anaconda-bugzilla,库,工具, Default configuration for reporting anaconda bugs to Red Hat Bugzilla," Default configuration for reporting Anaconda problems to Red Hat Bugzilla used
to easily configure the reporting process for Red Hat systems. Just install this
package and you're done.",库
maven-wagon-file,库,工具, file module for maven-wagon, file module for maven-wagon.,库
mod_fcgid,库,服务, FastCGI interface module for Apache 2," mod_fcgid is a binary-compatible alternative to the Apache module mod_fastcgi.
mod_fcgid has a new process management strategy, which concentrates on reducing
the number of fastcgi servers, and kicking out corrupt fastcgi servers as soon
as possible.",库
rpm-plugin-selinux,库,服务, Rpm plugin for SELinux functionality, Rpm plugin for SELinux functionality,库
felix-gogo-runtime,库,服务, Apache Felix Gogo command line shell for OSGi," Apache Felix Gogo is a subproject of Apache Felix implementing a command
line shell for OSGi. It is used in many OSGi runtimes and servers.",库
pcsc-lite-ccid,库,服务,Generic USB CCID smart card reader driver ,"Generic USB CCID (Chip/Smart Card Interface Devices) driver for use with the
PC/SC Lite daemon. ",库
liblangtag-gobject,库,工具, GObject introspection for liblangtag," The liblangtag-gobject package contains files for GObject introspection for
liblangtag.",库
perl-utils,库,工具, Utilities packaged with the Perl distribution," Several utilities which come with Perl distribution like h2ph, perlbug,
perlthanks, and pl2pm. Some utilities are provided by more specific
packages like perldoc by perl-Pod-Perldoc and splain by perl-diagnostics.",库
dialog,库,工具, A utility for creating TTY dialog boxes," Dialog is a utility that allows you to show dialog boxes (containing
questions or messages) in TTY (text mode) interfaces.  Dialog is called
from within a shell script.  The following dialog boxes are implemented:
yes/no, menu, input, message, text, info, checklist, radiolist, and
gauge.

Install dialog if you would like to create TTY dialog boxes.",工具
mod_auth_mellon,库,服务, A SAML 2.0 authentication module for the Apache Httpd Server," The mod_auth_mellon module is an authentication service that implements the
SAML 2.0 federation protocol. It grants access based on the attributes
received in assertions generated by a IdP server.",库
perl-Try-Tiny,库,服务, Minimal try/catch with proper localization of $@," This module provides bare bones try/catch statements that are designed to
minimize common mistakes with eval blocks, and NOTHING else.

This is unlike TryCatch, which provides a nice syntax and avoids adding
another call stack layer, and supports calling return from the try block to
return from the parent subroutine. These extra features come at a cost of a
few dependencies, namely Devel::Declare and Scope::Upper that are occasionally
problematic, and the additional catch filtering uses Moose type constraints,
which may not be desirable either.",库
openjade,库,工具, A DSSSL implementation," OpenJade is an implementation of the ISO/IEC 10179:1996 standard DSSSL
(Document Style Semantics and Specification Language). OpenJade is
based on James Clark's Jade implementation of DSSSL. OpenJade is a
command-line application and a set of components. The DSSSL engine
inputs an SGML or XML document and can output a variety of formats:
XML, RTF, TeX, MIF (FrameMaker), SGML, or XML.",库
