name,label,summary,description,predict
genisoimage,应用, Creates an image of an ISO9660 file-system," The genisoimage program is used as a pre-mastering program; i.e., it
generates the ISO9660 file-system. Genisoimage takes a snapshot of
a given directory tree and generates a binary image of the tree
which will correspond to an ISO9660 file-system when written to
a block device. Genisoimage is used for writing CD-ROMs, and includes
support for creating boot-able El Torito CD-ROMs.

Install the genisoimage package if you need a program for writing
CD-ROMs.",系统
libusal,应用, Library to communicate with SCSI devices," The libusal package contains C libraries that allows applications
to communicate with SCSI devices and is well suitable for writing
CD-R media.",系统
celt051,应用, An audio codec for use in low-delay speech and audio communication," CELT (Constrained Energy Lapped Transform) is an ultra-low delay audio
codec designed for realtime transmission of high quality speech and audio.
This is meant to close the gap between traditional speech codecs
(such as Speex) and traditional audio codecs (such as Vorbis).

The CELT bitstream format is not yet stable, this package is a special
version of 0.5.1 that has the same bitstream format, but symbols and files
renamed from 'celt*' to 'celt051*' so that it is parallel installable with
the normal celt for packages requiring this particular bitstream format.",应用
libcephfs2,应用, Ceph distributed file system client library," Ceph is a distributed network file system designed to provide excellent
performance, reliability, and scalability. This is a shared library
allowing applications to access a Ceph distributed file system via a
POSIX-like interface.",应用
librados2,应用, RADOS distributed object store client library," RADOS is a reliable, autonomic distributed object storage cluster
developed as part of the Ceph distributed storage system. This is a
shared library allowing applications to access the distributed object
store using a simple file-like interface.",应用
certmonger,应用, Certificate status monitor and PKI enrollment client," Certmonger is a service which is primarily concerned with getting your
system enrolled with a certificate authority (CA) and keeping it enrolled.",应用
cheese-libs,应用, Webcam display and capture widgets," This package contains libraries needed for applications that
want to display a webcam in their interface.",应用
chkconfig,系统, A system tool for maintaining the /etc/rc*.d hierarchy," Chkconfig is a basic system utility.  It updates and queries runlevel
information for system services.  Chkconfig manipulates the numerous
symbolic links in /etc/rc.d, to relieve system administrators of some
of the drudgery of manually editing the symbolic links.",系统
chrome-gnome-shell,应用, Support for managing GNOME Shell Extensions through web browsers," Browser extension for Google Chrome/Chromium, Firefox, Vivaldi, Opera (and
other Browser Extension, Chrome Extension or WebExtensions capable browsers)
and native host messaging connector that provides integration with GNOME Shell
and the corresponding extensions repository https://extensions.gnome.org.",应用
cjose,应用, C library implementing the Javascript Object Signing and Encryption (JOSE), Implementation of JOSE for C/C++,应用
clang-resource-filesystem,系统, Filesystem package that owns the clang resource directory, This package owns the clang resouce directory: $libdir/clang/$version/,应用
clang-tools-extra,系统, Extra tools for clang, A set of extra tools built using Clang's tooling API.,系统
clevis-dracut,系统, Dracut integration for clevis, Automatically unlocks LUKS block devices in early boot.,系统
cloud-utils-growpart,系统, Script for growing a partition," This package provides the growpart script for growing a partition. It is
primarily used in cloud images in conjunction with the dracut-modules-growroot
package to grow the root partition on first boot.",应用
clucene-contribs-lib,应用, Language specific text analyzers for clucene, Language specific text analyzers for clucene.,应用
clufter-common,系统, Common internal data files for clufter," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains internal, arch-agnostic files for clufter.",系统
clutter-gst3,系统, GStreamer integration library for Clutter," Clutter is an open source software library for creating fast, visually
rich and animated graphical user interfaces.

Clutter GStreamer enables the use of GStreamer with Clutter.",应用
cmake-data,应用, Common data-files for cmake, This package contains common data-files for cmake.,应用
cockpit-ws,应用, Cockpit Web Service," The Cockpit Web Service listens on the network, and authenticates users.

If sssd-dbus is installed, you can enable client certificate/smart card
authentication via sssd/FreeIPA.",应用
cockpit-podman,应用, Cockpit component for Podman containers, The Cockpit user interface for Podman containers.,应用
codemodel,应用, Java library for code generators," CodeModel is a Java library for code generators; it provides a way to
generate Java programs in a way much nicer than PrintStream.println().
This project is a spin-off from the JAXB RI for its schema compiler
to generate Java source files.",应用
colord-devel-docs,应用, Developer documentation package for colord, Documentation for development with colord.,应用
colord-libs,应用, Color daemon library," colord is a low level system activated daemon that maps color devices
to color profiles in the system context.",应用
