name,label,summary,description
libepoxy,库, epoxy runtime library, A library for handling OpenGL function pointer management.
python3-babel,库, Library for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc."
libsigc++20,库, Typesafe signal framework for C++," This library implements a full callback system for use in widget libraries,
abstract interfaces, and general programming. Originally part of the Gtk--
widget set, libsigc++20 is now a separate library to provide for more general
use. It is the most complete library of its kind with the ability to connect
an abstract callback to a class method, function, or function object. It
contains adaptor classes for connection of dissimilar callbacks and has an
ease of use unmatched by other C++ callback libraries.

Package GTK-- (gtkmm), which is a C++ binding to the GTK+ library,
starting with version 1.1.2, uses libsigc++20."
polkit-qt5-1,库, PolicyKit Qt5 bindings," Polkit-qt is a library that lets developers use the PolicyKit API
through a nice Qt-styled API."
libutempter,库,A privileged helper for utmp/wtmp updates ,"This library provides interface for terminal emulators such as
screen and xterm to record user sessions to utmp and wtmp files. "
slang,库, The shared library for the S-Lang extension language," S-Lang is an interpreted language and a programming library.  The
S-Lang language was designed so that it can be easily embedded into
a program to provide the program with a powerful extension language.
The S-Lang library, provided in this package, provides the S-Lang
extension language.  S-Lang's syntax resembles C, which makes it easy
to recode S-Lang procedures in C if you need to."
boost-coroutine,库, Run-time component of boost coroutine library," Run-time support for Boost.Coroutine, a library that provides
generalized subroutines which allow multiple entry points for
suspending and resuming execution."
java-11-openjdk-jmods,库, JMods for OpenJDK 11, The JMods for OpenJDK 11.
libreoffice-help-si,库, Sinhalese help for LibreOffice, Provides Sinhalese help for LibreOffice.
plexus-archiver,库, Plexus Archiver Component," The Plexus project seeks to create end-to-end developer tools for
writing applications. At the core is the container, which can be
embedded or for a full scale application server. There are many
reusable components for hibernate, form processing, jndi, i18n,
velocity, etc. Plexus also includes an application server which
is like a J2EE application server, without all the baggage."
plexus-archiver-javadoc,库, Javadoc for plexus-archiver, Javadoc for plexus-archiver.
rubygem-bundler,库, Library and utilities to manage a Ruby application's gem dependencies," Bundler manages an application's dependencies through its entire life, across
many machines, systematically and repeatably."
autocorr-af,库, Afrikaans auto-correction rules, Rules for auto-correcting common Afrikaans typing errors.
libuninameslist,库, A library providing Unicode character names and annotations," libuninameslist provides applications with access to Unicode name and
annotation data from the official Unicode Character Database."
openblas-Rblas,库, A version of OpenBLAS for R to use as libRblas," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn"
slf4j-log4j12,库, SLF4J LOG4J-12 Binding, SLF4J LOG4J-12 Binding.
apr-util-ldap,库, APR utility library LDAP support, This package provides the LDAP support for the apr-util.
libbpf,库, Libbpf library," A mirror of bpf-next linux tree bpf-next/tools/lib/bpf directory plus its
supporting header files. The version of the package reflects the version of
ABI."
lm_sensors-libs,库, Lm_sensors core libraries, Core libraries for lm_sensors applications
perl-Text-Balanced,库, Extract delimited text sequences from strings," These Perl subroutines may be used to extract a delimited substring, possibly
after skipping a specified prefix string."
libzip,库," C library for reading, creating, and modifying zip archives"," libzip is a C library for reading, creating, and modifying zip archives. Files
can be added from data buffers, files, or compressed data copied directly from
other zip archives. Changes made without closing the archive can be reverted.
The API is documented by man pages."
libtasn1-tools,库, Some ASN.1 tools," This package contains simple tools that can decode and encode ASN.1
data."
python39-scipy,库, Scientific Tools for Python," Scipy is open-source software for mathematics, science, and
engineering. The core library is NumPy which provides convenient and
fast N-dimensional array manipulation. The SciPy library is built to
work with NumPy arrays, and provides many user-friendly and efficient
numerical routines such as routines for numerical integration and
optimization. Together, they run on all popular operating systems, are
quick to install, and are free of charge. NumPy and SciPy are easy to
use, but powerful enough to be depended upon by some of the world's
leading scientists and engineers."
glassfish-jaxb-core,库, JAXB Core," JAXB Core module. Contains sources required by XJC, JXC and Runtime
modules."
java-17-openjdk-demo-fastdebug,库, OpenJDK 17 Demos optimised with full debugging on," The OpenJDK 17 demos.
This package is optimised with full debugging. Install only as needed and remove ASAP."
libXp,库, X.Org X11 libXp runtime library, X.Org X11 libXp runtime library
python3-qrcode,库, Python QR Code image generator," This module uses the Python Imaging Library (PIL) to allow for the
generation of QR Codes. Python 3 version."
libindicator-gtk3,库, GTK+3 build of libindicator," A set of symbols and convenience functions that all Ayatana indicators
are likely to use. This is the GTK+ 3 build of libindicator, for use
by GTK+ 3 apps."
libpmem,库, Low-level persistent memory support library," The libpmem provides low level persistent memory support. In particular,
support for the persistent memory instructions for flushing changes
to pmem is provided."
perl-Pod-Usage,库, Print a usage message from embedded POD documentation," pod2usage will print a usage message for the invoking script (using its
embedded POD documentation) and then exit the script with the desired exit
status. The usage message printed may have any one of three levels of
""verboseness"": If the verbose level is 0, then only a synopsis is printed.
If the verbose level is 1, then the synopsis is printed along with a
description (if present) of the command line options and arguments. If the
verbose level is 2, then the entire manual page is printed."
