name,label,pred,summary,description
python38,工具,库, Interpreter of the Python programming language," Python is an accessible, high-level, dynamically typed, interpreted programming
language, designed with an emphasis on code readability.
It includes an extensive standard library, and has a vast ecosystem of
third-party libraries.

The python38 package provides the ""python3"" executable: the reference
interpreter for the Python language, version 3.
The majority of its standard library is provided in the python38-libs package,
which should be installed automatically along with python38.
The remaining parts of the Python standard library are broken out into the
python38-tkinter and python38-test packages, which may need to be installed
separately.

Documentation for Python is provided in the python38-docs package.

Packages containing additional libraries for Python are generally named with
the ""python38-"" prefix.

For the unversioned ""python"" executable, see manual page ""unversioned-python""."
hyphen-nb,工具,库, Bokmaal hyphenation rules, Bokmaal hyphenation rules.
osgi-core-javadoc,库,库, API documentation for osgi-core, This package provides API documentation for osgi-core.
nmstate-libs,库,工具, C binding of nmstate, This package contains the C binding of nmstate.
hyphen-es,库,库, Spanish hyphenation rules, Spanish hyphenation rules.
perl-CGI,库,库, Handle Common Gateway Interface requests and responses," CGI.pm is a stable, complete and mature solution for processing and preparing
HTTP requests and responses. Major features including processing form
submissions, file uploads, reading and writing cookies, query string
generation and manipulation, and processing and preparing HTTP headers. Some
HTML generation utilities are included as well.

CGI.pm performs very well in in a vanilla CGI.pm environment and also comes
with built-in support for mod_perl and mod_perl2 as well as FastCGI."
dotnet-build-reference-packages,库,库, Reference packages needed by the .NET Core SDK build," This contains references packages used for building .NET Core.

This is not meant to be used by end-users."
tpm2-abrmd,服务,服务,A system daemon implementing TPM2 Access Broker and Resource Manager ,"tpm2-abrmd is a system daemon implementing the TPM2 access broker (TAB) and
Resource Manager (RM) spec from the TCG. "
glusterfs-api,库,服务, GlusterFS api library," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the glusterfs libgfapi library."
libreoffice-help-fi,库,库, Finnish help for LibreOffice, Provides Finnish help for LibreOffice.
syslinux,工具,工具, Simple kernel loader which boots from a FAT filesystem," SYSLINUX is a suite of bootloaders, currently supporting DOS FAT
filesystems, Linux ext2/ext3 filesystems (EXTLINUX), PXE network boots
(PXELINUX), or ISO 9660 CD-ROMs (ISOLINUX).  It also includes a tool,
MEMDISK, which loads legacy operating systems from these media."
kde-filesystem,工具,工具, KDE filesystem layout, This package provides some directories that are required/used by KDE.
keycloak-httpd-client-install,工具,工具, Tools to configure Apache HTTPD as Keycloak client," Keycloak is a federated Identity Provider (IdP). Apache HTTPD supports
a variety of authentication modules which can be configured to utilize
a Keycloak IdP to perform authentication. This package contains
libraries and tools which can automate and simplify configuring an
Apache HTTPD authentication module and registering as a client of a
Keycloak IdP."
grilo-plugins,库,工具, Plugins for the Grilo framework," Grilo is a framework that provides access to different sources of
multimedia content, using a pluggable system.
This package contains plugins to get information from theses sources:
- Apple Trailers
- Bookmarks
- Euronews
- Filesystem
- Flickr
- Freebox
- Gravatar
- iTunes Music Sharing
- Jamendo
- Last.fm (for album arts)
- Local metadata (album arts and thumbnails)
- Metadata Store
- Pocket
- Podcasts
- Radio France
- Shoutcast
- The Guardian Videos
- Tracker
- Vimeo
- Youtube"
libreoffice-langpack-tn,库,库, Tswana language pack for LibreOffice, Provides additional Tswana translations and resources for LibreOffice.
openblas-serial64_,库,库," An optimized BLAS library based on GotoBLAS2, serial version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the sequential library compiled with a 64-bit
interface and a symbol name suffix."
perl-Data-OptList,库,库, Parse and validate simple name/value option pairs," Hashes are great for storing named data, but if you want more than one entry
for a name, you have to use a list of pairs. Even then, this is really boring
to write:

$values = [
    foo => undef,
    bar => undef,
    baz => undef,
    xyz => { ... },
];

With Data::OptList, you can do this instead:

$values = Data::OptList::mkopt([
    qw(foo bar baz),
    xyz => { ... },
]);

This works by assuming that any defined scalar is a name and any reference
following a name is its value."
perl-Sys-Guestfs,库,库, Perl bindings for libguestfs (Sys::Guestfs), perl-Sys-Guestfs contains Perl bindings for libguestfs (Sys::Guestfs).
sssd-kcm,服务,服务,An implementation of a Kerberos KCM server ,"An implementation of a Kerberos KCM server. Use this package if you want to
use the KCM: Kerberos credentials cache. "
xcb-util-renderutil,库,库, Convenience functions for the Render extension," XCB util-renderutil module provides the following library:

  - renderutil: Convenience functions for the Render extension."
perl-IO-stringy,库,库, I/O on in-core objects like strings and arrays for Perl," This toolkit primarily provides modules for performing both traditional
and object-oriented I/O) on things *other* than normal filehandles; in
particular, IO::Scalar, IO::ScalarArray, and IO::Lines.

In the more-traditional IO::Handle front, we have IO::AtomicFile, which
may be used to painlessly create files that are updated atomically.

And in the ""this-may-prove-useful"" corner, we have IO::Wrap, whose
exported wraphandle() function will clothe anything that's not a blessed
object in an IO::Handle-like wrapper... so you can just use OO syntax
and stop worrying about whether your function's caller handed you a
string, a globref, or a FileHandle."
