src_name,zero_description,zero_summary,description,summary,primary_rpm_name,primary_description,primary_summary,rpm_name,分层分类
Cython-0.28.1-3.0.1.an8.src.rpm,,,"This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.
","Language for writing Python extension modules
","python3-Cython
","This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.
","Language for writing Python extension modules
","python3-Cython
",系统库
Cython-0.28.1-7.module+an8.4.0+10255+fabd275d.src.rpm,,,"This is a development version of Pyrex, a language
for writing Python extension modules.

Python 2 version.
","Language for writing Python extension modules
","python2-Cython
","This is a development version of Pyrex, a language
for writing Python extension modules.

Python 2 version.
","Language for writing Python extension modules
","python2-Cython
",系统库
Cython-0.29.14-4.module+el8.2.0+10148+8d62840d.src.rpm,,,"This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.
","Language for writing Python extension modules
","python38-Cython
","This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.
","Language for writing Python extension modules
","python38-Cython
",系统库
Cython-0.29.21-5.module+an8.4.0+10272+eb48ef92.src.rpm,,,"This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.
","Language for writing Python extension modules
","python39-Cython
","This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.
","Language for writing Python extension modules
","python39-Cython
",系统库
dav1d-0.5.2-1.an8_6.src.rpm,,,"Library files for dav1d, the AV1 cross-platform Decoder.
dav1d is a new AV1 cross-platform Decoder, open-source, and focused on speed
and correctness.
","Library files for dav1d
AV1 cross-platform Decoder
",dav1d,"dav1d is a new AV1 cross-platform Decoder, open-source, and focused on speed
and correctness.",AV1 cross-platform Decoder,"libdav1d
dav1d
",应用工具
dblatex-0.3.10-8.el8.src.rpm,,,"dblatex is a program that transforms your SGML/XMLDocBook
documents to DVI, PostScript or PDF by translating them
into pure LaTeX as a first process.  MathML 2.0 markups
are supported, too. It started as a clone of DB2LaTeX.

Authors:
--------
   Beno卯t Guillon <marsgui at users dot sourceforge dot net>
   Andreas Hoenen <andreas dot hoenen at arcor dot de>
","DocBook to LaTeX/ConTeXt Publishing
",dblatex,"dblatex is a program that transforms your SGML/XMLDocBook
documents to DVI, PostScript or PDF by translating them
into pure LaTeX as a first process.  MathML 2.0 markups
are supported, too. It started as a clone of DB2LaTeX.

Authors:
--------
   Beno卯t Guillon <marsgui at users dot sourceforge dot net>
   Andreas Hoenen <andreas dot hoenen at arcor dot de>",DocBook to LaTeX/ConTeXt Publishing,"dblatex
",应用工具
dbus-1.12.8-18.an8.src.rpm,,,"This package contains lowlevel libraries for accessing D-BUS.
D-BUS contains some tools that require Xlib to be installed, those are
in this separate package so server systems need not install X.
The dbus-common package provides the configuration and setup files for D-Bus
implementations to provide a System and User Message Bus.
Tools and utilities to interact with a running D-Bus Message Bus, provided by
the reference implementation.
D-BUS is a system for sending messages between applications. It is
used both for the system-wide message bus service, and as a
per-user-login-session messaging facility.
","Libraries for accessing D-BUS
X11-requiring add-ons for D-BUS
D-BUS message bus configuration
D-BUS Tools and Utilities
D-BUS message bus
",dbus,"D-BUS is a system for sending messages between applications. It is
used both for the system-wide message bus service, and as a
per-user-login-session messaging facility.",D-BUS message bus,"dbus-libs
dbus-x11
dbus-common
dbus-tools
dbus-daemon
",核心服务
dbus-1.12.8-18.an8_6.1.src.rpm,,,"This package contains lowlevel libraries for accessing D-BUS.
D-BUS contains some tools that require Xlib to be installed, those are
in this separate package so server systems need not install X.
The dbus-common package provides the configuration and setup files for D-Bus
implementations to provide a System and User Message Bus.
Tools and utilities to interact with a running D-Bus Message Bus, provided by
the reference implementation.
D-BUS is a system for sending messages between applications. It is
used both for the system-wide message bus service, and as a
per-user-login-session messaging facility.
","Libraries for accessing D-BUS
X11-requiring add-ons for D-BUS
D-BUS message bus configuration
D-BUS Tools and Utilities
D-BUS message bus
",dbus,"D-BUS is a system for sending messages between applications. It is
used both for the system-wide message bus service, and as a
per-user-login-session messaging facility.",D-BUS message bus,"dbus-libs
dbus-x11
dbus-common
dbus-tools
dbus-daemon
",核心服务
dbus-c++-0.9.0-17.el8.src.rpm,,,"This package contains the GLib mainloop library for dbus-c++
dbus-c++ attempts to provide a C++ API for D-Bus.
Subpackages are provided with mainloop integration.
","GLib library for dbus-c++
Native C++ bindings for D-Bus
",dbus-c++,"dbus-c++ attempts to provide a C++ API for D-Bus.
Subpackages are provided with mainloop integration.",Native C++ bindings for D-Bus,"dbus-c++-glib
dbus-c++
",系统库
dbus-glib-0.110-2.el8.src.rpm,,,"
D-Bus add-on library to integrate the standard D-Bus library with
the GLib thread abstraction and main loop.
","GLib bindings for D-Bus
",dbus-glib,"
D-Bus add-on library to integrate the standard D-Bus library with
the GLib thread abstraction and main loop.",GLib bindings for D-Bus,"dbus-glib
",核心库
dbusmenu-qt-0.9.3-0.20.20160218.an8_6.1.src.rpm,,,"This library provides a Qt5 implementation of the DBusMenu protocol.

The DBusMenu protocol makes it possible for applications to export and import
their menus over DBus.
","A Qt implementation of the DBusMenu protocol
","dbusmenu-qt5
","This library provides a Qt5 implementation of the DBusMenu protocol.

The DBusMenu protocol makes it possible for applications to export and import
their menus over DBus.
","A Qt implementation of the DBusMenu protocol
","dbusmenu-qt5
",系统库
dbus-python-1.2.4-15.el8.src.rpm,,,"D-Bus bindings for python3.
","D-Bus bindings for python3
","python3-dbus
","D-Bus bindings for python3.
","D-Bus bindings for python3
","python3-dbus
",系统库/编程语言
dbxtool-8-5.an8.2.src.rpm,,,"This package contains DBX updates for UEFI Secure Boot.
","Secure Boot DBX updater
",dbxtool,This package contains DBX updates for UEFI Secure Boot.,Secure Boot DBX updater,"dbxtool
",系统工具
dconf-0.28.0-4.an8.src.rpm,,,"dconf is a low-level configuration system. Its main purpose is to provide a
backend to the GSettings API in GLib.
","A configuration system
",dconf,"dconf is a low-level configuration system. Its main purpose is to provide a
backend to the GSettings API in GLib.",A configuration system,"dconf
",系统工具
dconf-editor-3.28.0-1.el8.src.rpm,,,"Graphical tool for editing the dconf configuration database.
","Configuration editor for dconf
",dconf-editor,Graphical tool for editing the dconf configuration database.,Configuration editor for dconf,"dconf-editor
",应用工具
dcraw-9.27.0-9.el8.src.rpm,,,"This package contains dcraw, a command line tool to decode raw image data
downloaded from digital cameras.
","Tool for decoding raw image data from digital cameras
",dcraw,"This package contains dcraw, a command line tool to decode raw image data
downloaded from digital cameras.",Tool for decoding raw image data from digital cameras,"dcraw
",应用工具
dde-2021.07.03-2.an8_6.src.rpm,,,"Deepin New Desktop Environment.
","Deepin New Desktop Environment - Next
",dde,Deepin New Desktop Environment.,Deepin New Desktop Environment - Next,"dde
",应用服务/桌面
dde-account-faces-1.0.11-3.an8_6.src.rpm,,,"Account faces for Linux Deepin
","Account faces for Linux Deepin
",dde-account-faces,Account faces for Linux Deepin,Account faces for Linux Deepin,"dde-account-faces
",应用服务/桌面
dde-api-5.4.32-2.an8_6.src.rpm,,,"Go-lang bingding for dde-daemon.
","Go-lang bingding for dde-daemon
",dde-api,Go-lang bingding for dde-daemon.,Go-lang bingding for dde-daemon,"dde-api
",应用服务/桌面
dde-calendar-5.8.20-9.an8_6.src.rpm,,,"Calendar is a smart daily planner to schedule all things in life.
","Calendar is a smart daily planner to schedule all things in life
",dde-calendar,Calendar is a smart daily planner to schedule all things in life.,Calendar is a smart daily planner to schedule all things in life,"dde-calendar
",应用服务/桌面
dde-clipboard-5.3.27-2.an8_6.src.rpm,,,"Qt platform theme integration plugins for DDE
 Multiple Qt plugins to provide better Qt5 integration for DDE is included.
","Qt platform theme integration plugins for DDE
",dde-clipboard,"Qt platform theme integration plugins for DDE
 Multiple Qt plugins to provide better Qt5 integration for DDE is included.",Qt platform theme integration plugins for DDE,"dde-clipboard
",应用服务/桌面
dde-control-center-5.4.109-2.an8_6.src.rpm,,,"New control center for Linux Deepin.
","New control center for Linux Deepin
",dde-control-center,New control center for Linux Deepin.,New control center for Linux Deepin,"dde-control-center
",应用服务/桌面
dde-daemon-5.13.97-2.an8_6.src.rpm,,,"Daemon handling the DDE session settings
","Daemon handling the DDE session settings
",dde-daemon,Daemon handling the DDE session settings,Daemon handling the DDE session settings,"dde-daemon
",应用服务/桌面
