rpm_name,zero_description,zero_summary,description,summary,src_name,分层分类
ansible-pcp-2.2.2-2.an8,,,"A collection containing roles for Performance Co-Pilot (PCP) and related
software such as Redis and Grafana.  The collection is made up of several
Ansible roles, including:

redhat.rhel_metrics.pcp
A role for core PCP capabilities, configuring live performance analysis
with a large base set of metrics from the kernel and system services, as
well as data recording and rule inference.

redhat.rhel_metrics.redis
A role for configuring a local Redis server, suitable for use with a
Performance Co-Pilot archive repository (for single or many hosts) and
fast, scalable querying of metrics.

redhat.rhel_metrics.grafana
A role for configuring a local Grafana server, providing web frontend
visuals for Performance Co-Pilot metrics, both live and historically.
Data sources for Vector (live), Redis (historical) and interactive
bpftrace (eBPF) scripts can be configured by this role.  The PCP REST
API service (from the core pcp role) should be configured in order to
use this role.

redhat.rhel_metrics.bpftrace
A role that extends the core PCP role, providing metrics from bpftrace
scripts using Linux eBPF facilities.  Configuring authentication of a
local user capable of running bpftrace scripts via the PCP agent is a
key task of this role.

redhat.rhel_metrics.elasticsearch
A role that extends the core PCP role, providing metrics from a live
ElasticSearch instance for PCP analysis or exporting of PCP metric
values (and metadata) to ElasticSearch for the indexing and querying
of performance data.",Ansible Metric collection for Performance Co-Pilot,ansible-pcp-2.2.2-2.an8.src.rpm,应用工具
ant-1.10.5-1.module+el8.2.0+10048+55533a4a,,,"Apache Ant is a Java library and command-line tool whose mission is to
drive processes described in build files as targets and extension
points dependent upon each other.  The main known usage of Ant is the
build of Java applications.  Ant supplies a number of built-in tasks
allowing to compile, assemble, test and run Java applications.  Ant
can also be used effectively to build non Java applications, for
instance C or C++ applications.  More generally, Ant can be used to
pilot any type of process which can be described in terms of targets
and tasks.",Java build tool,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用工具
ant-antlr-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional antlr tasks for ant.,Optional antlr tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-bcel-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache bcel tasks for ant.,Optional apache bcel tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-bsf-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache bsf tasks for ant.,Optional apache bsf tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-log4j-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache log4j tasks for ant.,Optional apache log4j tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-oro-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache oro tasks for ant.,Optional apache oro tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-regexp-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache regexp tasks for ant.,Optional apache regexp tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-resolver-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache resolver tasks for ant.,Optional apache resolver tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-apache-xalan2-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional apache xalan2 tasks for ant.,Optional apache xalan2 tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-commons-logging-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional commons logging tasks for ant.,Optional commons logging tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-commons-net-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional commons net tasks for ant.,Optional commons net tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-javadoc-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Javadoc for ant.,Javadoc for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-javamail-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional javamail tasks for ant.,Optional javamail tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-jdepend-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional jdepend tasks for ant.,Optional jdepend tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-jmf-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional jmf tasks for ant.,Optional jmf tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-jsch-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional jsch tasks for ant.,Optional jsch tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-junit-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional junit tasks for ant.,Optional junit tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-lib-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Core part of Apache Ant that can be used as a library.,Core part of ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-manual-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Documentation for ant.,Manual for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-swing-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional swing tasks for ant.,Optional swing tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-testutil-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Test utility tasks for ant.,Test utility classes for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用工具
ant-xz-1.10.5-1.module+el8.2.0+10048+55533a4a,,,Optional xz tasks for ant.,Optional xz tasks for ant,ant-1.10.5-1.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-1.10.5-1.module+el8.2.0+10059+599b9fad,,,"Apache Ant is a Java library and command-line tool whose mission is to
drive processes described in build files as targets and extension
points dependent upon each other.  The main known usage of Ant is the
build of Java applications.  Ant supplies a number of built-in tasks
allowing to compile, assemble, test and run Java applications.  Ant
can also be used effectively to build non Java applications, for
instance C or C++ applications.  More generally, Ant can be used to
pilot any type of process which can be described in terms of targets
and tasks.",Java build tool,ant-1.10.5-1.module+el8.2.0+10059+599b9fad.src.rpm,应用工具
ant-lib-1.10.5-1.module+el8.2.0+10059+599b9fad,,,Core part of Apache Ant that can be used as a library.,Core part of ant,ant-1.10.5-1.module+el8.2.0+10059+599b9fad.src.rpm,应用库
ant-contrib-1.0-0.32.b3.module+el8.2.0+10048+55533a4a,,,"The Ant-Contrib project is a collection of tasks
(and at one point maybe types and other tools)
for Apache Ant.",Collection of tasks for Ant,ant-contrib-1.0-0.32.b3.module+el8.2.0+10048+55533a4a.src.rpm,应用库
ant-contrib-javadoc-1.0-0.32.b3.module+el8.2.0+10048+55533a4a,,,Api documentation for ant-contrib.,Javadoc for ant-contrib,ant-contrib-1.0-0.32.b3.module+el8.2.0+10048+55533a4a.src.rpm,应用库
antlr-C++-2.7.7-56.module+el8.2.0+10048+55533a4a,,,This package provides a static C++ library for parsers generated by ANTLR2.,C++ bindings for antlr2 generated parsers,antlr-2.7.7-56.module+el8.2.0+10048+55533a4a.src.rpm,应用库
antlr-javadoc-2.7.7-56.module+el8.2.0+10048+55533a4a,,,Javadoc for antlr.,Javadoc for antlr,antlr-2.7.7-56.module+el8.2.0+10048+55533a4a.src.rpm,应用库
antlr-manual-2.7.7-56.module+el8.2.0+10048+55533a4a,,,Documentation for antlr.,Manual for antlr,antlr-2.7.7-56.module+el8.2.0+10048+55533a4a.src.rpm,应用库
antlr-tool-2.7.7-56.module+el8.2.0+10048+55533a4a,,,"ANTLR, ANother Tool for Language Recognition, (formerly PCCTS) is a
language tool that provides a framework for constructing recognizers,
compilers, and translators from grammatical descriptions containing
C++ or Java actions [You can use PCCTS 1.xx to generate C-based
parsers].",ANother Tool for Language Recognition,antlr-2.7.7-56.module+el8.2.0+10048+55533a4a.src.rpm,应用工具
aom-1.0.0-8.20190810git9666276.an8_6,,,"The Alliance for Open Media__ focus is to deliver a next-generation
video format that is:

 - Interoperable and open;
 - Optimized for the Internet;
 - Scalable to any modern device at any bandwidth;
 - Designed with a low computational footprint and optimized for hardware;
 - Capable of consistent, highest-quality, real-time video delivery; and
 - Flexible for both commercial and non-commercial content, including
   user-generated content.

This package contains the reference encoder and decoder.",Royalty-free next-generation video format,aom-1.0.0-8.20190810git9666276.an8_6.src.rpm,应用库
libaom-1.0.0-8.20190810git9666276.an8_6,,,"Library files for aom, the royalty-free next-generation
video format.",Library files for aom,aom-1.0.0-8.20190810git9666276.an8_6.src.rpm,
aopalliance-1.0-17.module+an8.6.0+10700+b98e6785,,,"Aspect-Oriented Programming (AOP) offers a better solution to many
problems than do existing technologies, such as EJB.  AOP Alliance
intends to facilitate and standardize the use of AOP to enhance
existing middleware environments (such as J2EE), or development
environements (e.g. Eclipse).  The AOP Alliance also aims to ensure
interoperability between Java/J2EE AOP implementations to build a
larger AOP community.",Java/J2EE AOP standards,aopalliance-1.0-17.module+an8.6.0+10700+b98e6785.src.rpm,应用库
aopalliance-1.0-17.module+el8.2.0+10048+55533a4a,,,"Aspect-Oriented Programming (AOP) offers a better solution to many
problems than do existing technologies, such as EJB.  AOP Alliance
intends to facilitate and standardize the use of AOP to enhance
existing middleware environments (such as J2EE), or development
environements (e.g. Eclipse).  The AOP Alliance also aims to ensure
interoperability between Java/J2EE AOP implementations to build a
larger AOP community.",Java/J2EE AOP standards,aopalliance-1.0-17.module+el8.2.0+10048+55533a4a.src.rpm,应用库
aopalliance-javadoc-1.0-17.module+el8.2.0+10048+55533a4a,,,API documentation for aopalliance.,API documentation for aopalliance,aopalliance-1.0-17.module+el8.2.0+10048+55533a4a.src.rpm,应用库
aopalliance-1.0-20.module+an8.6.0+10716+f473d8d9,,,"Aspect-Oriented Programming (AOP) offers a better solution to many
problems than do existing technologies, such as EJB.  AOP Alliance
intends to facilitate and standardize the use of AOP to enhance
existing middleware environments (such as J2EE), or development
environements (e.g. Eclipse).  The AOP Alliance also aims to ensure
interoperability between Java/J2EE AOP implementations to build a
larger AOP community.",Java/J2EE AOP standards,aopalliance-1.0-20.module+an8.6.0+10716+f473d8d9.src.rpm,应用库
apache-commons-beanutils-1.9.3-4.module+el8.2.0+10048+55533a4a,,,"The scope of this package is to create a package of Java utility methods
for accessing and modifying the properties of arbitrary JavaBeans.  No
dependencies outside of the JDK are required, so the use of this package
is very lightweight.",Java utility methods for accessing and modifying the properties of arbitrary JavaBeans,apache-commons-beanutils-1.9.3-4.module+el8.2.0+10048+55533a4a.src.rpm,应用库/编程语言
apache-commons-beanutils-javadoc-1.9.3-4.module+el8.2.0+10048+55533a4a,,,Javadoc for apache-commons-beanutils.,Javadoc for apache-commons-beanutils,apache-commons-beanutils-1.9.3-4.module+el8.2.0+10048+55533a4a.src.rpm,应用库/编程语言
apache-commons-cli-1.4-4.module+an8.6.0+10700+b98e6785,,,"The CLI library provides a simple and easy to use API for working with the
command line arguments and options.",Command Line Interface Library for Java,apache-commons-cli-1.4-4.module+an8.6.0+10700+b98e6785.src.rpm,应用库/编程语言
apache-commons-cli-1.4-4.module+el8.2.0+10048+55533a4a,,,"The CLI library provides a simple and easy to use API for working with the
command line arguments and options.",Command Line Interface Library for Java,apache-commons-cli-1.4-4.module+el8.2.0+10048+55533a4a.src.rpm,应用库/编程语言
apache-commons-cli-javadoc-1.4-4.module+el8.2.0+10048+55533a4a,,,API documentation for apache-commons-cli.,API documentation for apache-commons-cli,apache-commons-cli-1.4-4.module+el8.2.0+10048+55533a4a.src.rpm,应用库/编程语言
apache-commons-cli-1.4-7.module+an8.6.0+10716+f473d8d9,,,"The CLI library provides a simple and easy to use API for working with the
command line arguments and options.",Command Line Interface Library for Java,apache-commons-cli-1.4-7.module+an8.6.0+10716+f473d8d9.src.rpm,应用库/编程语言
apache-commons-codec-1.11-3.module+an8.6.0+10700+b98e6785,,,"Commons Codec is an attempt to provide definitive implementations of
commonly used encoders and decoders. Examples include Base64, Hex,
Phonetic and URLs.",Implementations of common encoders and decoders,apache-commons-codec-1.11-3.module+an8.6.0+10700+b98e6785.src.rpm,应用库/编程语言
apache-commons-codec-1.11-3.module+el8.2.0+10048+55533a4a,,,"Commons Codec is an attempt to provide definitive implementations of
commonly used encoders and decoders. Examples include Base64, Hex,
Phonetic and URLs.",Implementations of common encoders and decoders,apache-commons-codec-1.11-3.module+el8.2.0+10048+55533a4a.src.rpm,应用库/编程语言
