name,layer_true,layer_pred,summary,description
chrome-gnome-shell,应用,系统,Support for managing GNOME Shell Extensions through web browsers,"Browser extension for Google Chrome/Chromium, Firefox, Vivaldi, Opera (and
other Browser Extension, Chrome Extension or WebExtensions capable browsers)
and native host messaging connector that provides integration with GNOME Shell
and the corresponding extensions repository https://extensions.gnome.org."
cifs-utils,系统,核心,Utilities for mounting and managing CIFS mounts,"The SMB/CIFS protocol is a standard file sharing protocol widely deployed
on Microsoft Windows machines. This package contains tools for mounting
shares on Linux using the SMB/CIFS protocol. The tools in this package
work in conjunction with support in the kernel to allow one to mount a
SMB/CIFS share onto a client and use it as if it were a standard Linux
file system."
cjose,应用,系统,C library implementing the Javascript Object Signing and Encryption (JOSE),Implementation of JOSE for C/C++
clang,系统,应用,A C language family front-end for LLVM,"clang: noun
    1. A loud, resonant, metallic sound.
    2. The strident call of a crane or goose.
    3. C-language family front-end toolkit.

The goal of the Clang project is to create a new C, C++, Objective C
and Objective C++ front-end for the LLVM compiler. Its tools are built
as libraries and designed to be loosely-coupled and extensible.

Install compiler-rt if you want the Blocks C language extension or to
enable sanitization and profiling options when building, and
libomp-devel to enable -fopenmp."
clang-analyzer,系统,应用,A source code analysis framework,"The Clang Static Analyzer consists of both a source code analysis
framework and a standalone tool that finds bugs in C and Objective-C
programs. The standalone tool is invoked from the command-line, and is
intended to run in tandem with a build of a project or code base."
clang-libs,系统,应用,Runtime library for clang,Runtime library for clang.
clang-resource-filesystem,系统,应用,Filesystem package that owns the clang resource directory,This package owns the clang resouce directory: $libdir/clang/$version/
clang-tools-extra,系统,应用,Extra tools for clang,A set of extra tools built using Clang's tooling API.
cldr-emoji-annotation,系统,应用,Emoji annotation files in CLDR,This package provides the emoji annotation file by language in CLDR.
clevis,系统,核心,Automated decryption framework,"Clevis is a framework for automated decryption. It allows you to encrypt
data using sophisticated unlocking policies which enable decryption to
occur automatically.

The clevis package provides basic encryption/decryption policy support.
Users can use this directly; but most commonly, it will be used as a
building block for other packages. For example, see the clevis-luks
and clevis-dracut packages for automatic root volume unlocking of LUKS
volumes during early boot."
clevis-dracut,系统,核心,Dracut integration for clevis,Automatically unlocks LUKS block devices in early boot.
clevis-luks,系统,其它,LUKS integration for clevis,"LUKS integration for clevis. This package allows you to bind a LUKS
volume to a clevis unlocking policy. For automated unlocking, an unlocker
will also be required. See, for example, clevis-dracut and clevis-udisks2."
clevis-systemd,系统,其它,systemd integration for clevis,Automatically unlocks clevis-bound LUKS block devices during boot.
clevis-udisks2,系统,应用,UDisks2/Storaged integration for clevis,"Automatically unlocks LUKS block devices in desktop environments that
use UDisks2 or storaged (like GNOME)."
cloud-utils-growpart,系统,核心,Script for growing a partition,"This package provides the growpart script for growing a partition. It is
primarily used in cloud images in conjunction with the dracut-modules-growroot
package to grow the root partition on first boot."
clufter-bin,系统,应用,Common internal compiled files for clufter,"While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains internal, arch-specific files for clufter."
