name,label,text,y,summary,description,y_predict
liblognorm,库," Fast samples-based log normalization library  Briefly described, liblognorm is a tool to normalize log data.    People who need to take a look at logs often have a common problem. Logs from  different machines (from different vendors) usually have different formats for  their logs. Even if it is the same type of log (e.g. from firewalls), the log  entries are so different, that it is pretty hard to read these. This is where  liblognorm comes into the game. With this tool you can normalize all your logs.  All you need is liblognorm and its dependencies and a sample database that fits  the logs you want to normalize.",0, Fast samples-based log normalization library," Briefly described, liblognorm is a tool to normalize log data.

People who need to take a look at logs often have a common problem. Logs from
different machines (from different vendors) usually have different formats for
their logs. Even if it is the same type of log (e.g. from firewalls), the log
entries are so different, that it is pretty hard to read these. This is where
liblognorm comes into the game. With this tool you can normalize all your logs.
All you need is liblognorm and its dependencies and a sample database that fits
the logs you want to normalize.",0
alsa-firmware,服务, Firmware for several ALSA-supported sound cards  This package contains the firmware binaries for a number of sound cards.  Some (but not all of these) require firmware loaders which are included in  the alsa-tools-firmware package.,2, Firmware for several ALSA-supported sound cards," This package contains the firmware binaries for a number of sound cards.
Some (but not all of these) require firmware loaders which are included in
the alsa-tools-firmware package.",3
texlive-xeindex,工具," Automatic index generation for XeLaTeX  The package is based on XeSearch, and will automatically index  words or phrases in an XeLaTeX document. Words are declared in  a list, and every occurrence then creates an index entry whose  content can be fully specified beforehand.",1, Automatic index generation for XeLaTeX," The package is based on XeSearch, and will automatically index
words or phrases in an XeLaTeX document. Words are declared in
a list, and every occurrence then creates an index entry whose
content can be fully specified beforehand.",1
rubberband,库, Audio time-stretching and pitch-shifting library  Rubber Band is a library and utility program that permits you to change the  tempo and pitch of an audio recording independently of one another.,0, Audio time-stretching and pitch-shifting library," Rubber Band is a library and utility program that permits you to change the
tempo and pitch of an audio recording independently of one another.",0
tesseract-script-kannada,工具, Kannada script data for tesseract-tessdata  This package contains the fast integer version of the Kannada script  trained models for the Tesseract Open Source OCR Engine.,1, Kannada script data for tesseract-tessdata," This package contains the fast integer version of the Kannada script
trained models for the Tesseract Open Source OCR Engine.",1
culmus-frank-ruehl-clm-fonts,其它, Fonts for Hebrew from Culmus project    The culmus-fonts package contains fonts for the display of  Hebrew from the Culmus project.,3, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",3
libmodulemd1,库, Compatibility package for libmodulemd 1.x  Compatibility library for libmodulemd 1.x,0, Compatibility package for libmodulemd 1.x, Compatibility library for libmodulemd 1.x,0
texlive-import,工具," Establish input relative to a directory  The commands \import{full_path}{file} and  \subimport{path_extension}{file} set up input through standard  LaTeX mechanisms (\input, \include and \includegraphics) to  load files relative to the \import-ed directory. There are also  \includefrom, \subincludefrom, and * variants of the commands.",1, Establish input relative to a directory," The commands \import{full_path}{file} and
\subimport{path_extension}{file} set up input through standard
LaTeX mechanisms (\input, \include and \includegraphics) to
load files relative to the \import-ed directory. There are also
\includefrom, \subincludefrom, and * variants of the commands.",1
munge-maven-plugin-javadoc,库, API documentation for munge-maven-plugin  This package provides API documentation for munge-maven-plugin.,0, API documentation for munge-maven-plugin, This package provides API documentation for munge-maven-plugin.,0
libfdisk,库," Partitioning library for fdisk-like programs.  This is library for fdisk-like programs, part of util-linux.",0, Partitioning library for fdisk-like programs.," This is library for fdisk-like programs, part of util-linux.",0
langpacks-ur,其它, Urdu langpacks meta-package  This package provides Urdu langpacks meta-package.,3, Urdu langpacks meta-package, This package provides Urdu langpacks meta-package.,3
java-11-alibaba-dragonwell,库, Alibaba Dragonwell11 JDK  Alibaba Dragonwell11 JDK,0, Alibaba Dragonwell11 JDK, Alibaba Dragonwell11 JDK,0
icu4j,库," International Components for Unicode for Java  The International Components for Unicode (ICU) library provides robust and  full-featured Unicode services on a wide variety of platforms. ICU supports  the most current version of the Unicode standard, and provides support for  supplementary characters (needed for GB 18030 repertoire support).    Java provides a very strong foundation for global programs, and IBM and the  ICU team played a key role in providing globalization technology into Sun's  Java. But because of its long release schedule, Java cannot always keep  up-to-date with evolving standards. The ICU team continues to extend Java's  Unicode and internationalization support, focusing on improving  performance, keeping current with the Unicode standard, and providing  richer APIs, while remaining as compatible as possible with the original  Java text and internationalization API design.",0, International Components for Unicode for Java," The International Components for Unicode (ICU) library provides robust and
full-featured Unicode services on a wide variety of platforms. ICU supports
the most current version of the Unicode standard, and provides support for
supplementary characters (needed for GB 18030 repertoire support).

Java provides a very strong foundation for global programs, and IBM and the
ICU team played a key role in providing globalization technology into Sun's
Java. But because of its long release schedule, Java cannot always keep
up-to-date with evolving standards. The ICU team continues to extend Java's
Unicode and internationalization support, focusing on improving
performance, keeping current with the Unicode standard, and providing
richer APIs, while remaining as compatible as possible with the original
Java text and internationalization API design.",0
